image_path,folder_tag,pred_label,pred_confidence,fallen_trees,building_debris,damaged_infrastructure,flooded_roads,headline,short_caption,long_caption
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1029839071346520_vs_557515196805648(6)\557515196805648_2024.png,moderate,moderate,90,0,75,30,0,Significant Building Debris and Sagging Power Lines Visible on Dirt Road,Significant building debris and potentially sagging power lines are visible along a dry dirt road in a post-disaster scene.,"A substantial pile of building debris, including wood and other materials, is scattered along a dry dirt road. Power lines appear dislodged or sagging in the distance, indicating some infrastructure damage. Despite the debris, elevated houses remain standing, and there are no signs of flooded roads."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1030091148021379_vs_8474591305991415(6)\8474591305991415_2024.png,moderate,moderate,85,65,45,60,0,"Sand-covered roads, downed vegetation, and scattered debris visible post-disaster.","Sand-covered roads, downed vegetation, and scattered debris are visible, indicating moderate post-disaster impact on this coastal area.","Extensive sand covers the roads, significantly impacting access in this coastal scene. Downed vegetation and scattered building debris are also visible, indicating moderate damage. While structures appear largely intact, the environment shows clear signs of a recent disaster, requiring cleanup and restoration efforts."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1030575328128679_vs_1039511307722594(6)\1039511307722594_2024.png,moderate,severe,85,0,85,65,0,"Extensive building debris, sand cover, and damaged infrastructure visible post-disaster.","Extensive building debris and sand cover a street, with damaged infrastructure also visible after a disaster.","A post-disaster scene reveals extensive building debris, including corrugated metal, scattered across a wide sandy area. The road surface is completely covered in sand, indicating significant environmental alteration. Damaged infrastructure, such as power lines and remnants of structures, is also visible under a clear sky."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1030874278335203_vs_870983745147414(4)\870983745147414_2024.png,moderate,moderate,90,40,50,10,0,"Scattered debris, damaged trees visible along dry street.","Scattered building debris and damaged trees are visible along a dry street, indicating moderate impact.","Scattered building debris, including large panels, is visible on the ground next to a dry road. Many trees show significant defoliation and some broken branches, though no large fallen trees block the path. Utility poles and lines appear intact, suggesting a moderate level of damage across the area."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1031820841308999_vs_1999851893786652(4)\1999851893786652_2024.png,moderate,severe,90,10,70,60,0,"Collapsed roofs, damaged power lines visible after disaster.",Collapsed roofs and damaged power lines are visible on a residential street following a disaster.,"Significant structural damage is evident with multiple collapsed roofs on residential buildings. Power lines are visibly sagging and a utility pole appears damaged, indicating widespread infrastructure impact. Debris is scattered around the damaged properties, suggesting a severe event has occurred in this area."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1032003888173491_vs_830947555583803(4)\830947555583803_2024.png,moderate,mild,90,60,5,10,0,Tree damage evident along coastal road; infrastructure largely intact.,"Coastal area shows mild tree damage with broken fronds and branches, while infrastructure appears mostly intact.","Mild damage is evident in this coastal scene, primarily affecting trees with broken fronds and branches scattered on the ground. Utility poles and power lines appear to be standing and largely intact. No significant building debris or flooded roads are visible, suggesting a relatively minor impact on the area's infrastructure."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1032294274557341_vs_1585044079031131(6)\1585044079031131_2024.png,moderate,severe,90,20,80,30,0,"Extensive building debris, damaged vegetation visible on coastal road.","Extensive building debris and damaged vegetation line a coastal road, with elevated structures showing signs of impact.","Extensive building debris and damaged vegetation are scattered across a coastal road, indicating severe impact. Elevated houses remain standing, though their lower levels appear compromised or removed. Utility poles and power lines are visible, but the surrounding landscape shows widespread disruption and scattered materials."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1032353784422711_vs_1049965476595606(5)\1049965476595606_2024.png,moderate,moderate,90,75,45,15,0,"Fallen Trees, Scattered Debris Mark Post-Disaster Street Scene.","Fallen trees and scattered debris are visible along a street, indicating moderate post-disaster impact.","Significant fallen trees and scattered debris are visible along a street under a clear sky, indicating moderate post-disaster impact. Several palm trees are snapped or uprooted, with piles of mixed debris present. Elevated homes appear largely intact, but the ground shows signs of disruption."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1033850541390938_vs_1488435278487282(5)\1488435278487282_2024.png,moderate,moderate,75,0,40,5,0,"Scattered debris, overturned vehicle visible on dry dirt road.",Scattered white debris and an overturned vehicle are visible on a dry dirt road under a clear sky.,"Scattered white debris litters the ground near palm trees, and an overturned vehicle chassis is visible in the grass. The dirt road appears dry, and power lines are visible overhead, though no significant damage to infrastructure or fallen trees is apparent."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1034144497602137_vs_1078897497215601(4)\1078897497215601_2024.png,moderate,mild,90,0,0,60,0,Sagging power lines visible over sandy street.,"Sagging power lines are visible over a sandy road lined with palm trees, indicating mild infrastructure stress.","Sagging power lines are clearly visible stretching across a sandy, unpaved road, suggesting mild infrastructure damage. The surrounding area features numerous palm trees and distant buildings on stilts, with no apparent fallen trees, building debris, or flooded roads, indicating localized impact."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1034484294218872_vs_1254444882353652(4)\1254444882353652_2024.png,moderate,moderate,85,40,35,15,0,"Widespread tree damage, scattered debris visible on post-disaster street.",Significant tree defoliation and scattered debris are visible along a street following a disaster.,"Widespread tree defoliation and scattered debris are visible along a street, indicating moderate post-disaster impact. While utility poles and roads remain largely intact, damaged vegetation and some building materials suggest a significant event."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1034634731032633_vs_279953718546277(6)\279953718546277_2024.png,moderate,moderate,85,10,30,40,0,"Debris, damaged barriers visible on sandy road; defoliated trees stand.","Scattered debris and damaged barriers line a sandy road, with defoliated trees visible under a clear sky.","Scattered debris and damaged barriers are visible along a sandy, unpaved road. Several trees show defoliation, though most remain standing. Elevated houses appear largely intact, while power poles and lines are present. The area shows signs of moderate impact, with no visible flooding."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1035427764133819_vs_860169152912742(5)\860169152912742_2024.png,moderate,mild,95,0,0,0,0,"No visible damage: clear skies, intact infrastructure, dry roads.","No visible damage is apparent, with clear skies, intact infrastructure, and dry, unflooded roads.","The scene shows no visible damage, with clear skies overhead and dry, unflooded dirt roads. All infrastructure, including utility poles and a stop sign, appears intact. There are no fallen trees or building debris, indicating a mild or non-existent impact from a disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1036383347394947_vs_567584818958519(5)\567584818958519_2024.png,moderate,moderate,85,0,70,0,0,"Extensive building debris scattered along coastal road, ground disturbed.","Extensive building debris and disturbed ground are visible along a coastal road, indicating moderate damage.","Extensive building debris is scattered across the disturbed ground along this coastal road. While major structures like elevated homes and power poles remain standing, the widespread refuse and uneven terrain suggest significant impact. The area shows clear signs of a moderate disaster event."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1036628064179366_vs_1087946256268243(4)\1087946256268243_2024.png,moderate,mild,90,25,0,0,0,"Minimal damage visible: some tree defoliation, clear roads, intact infrastructure.","The street shows minimal damage with clear roads, intact infrastructure, and some defoliated trees visible.","This street-level view reveals minimal disaster impact, primarily showing some defoliated trees. Roads are clear and dry, with no visible flooding or scattered building debris. Utility poles and powerlines appear intact, indicating largely undamaged infrastructure. The scene suggests a relatively mild impact, allowing for clear passage and minimal structural concerns."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1037929130539236_vs_4120107691647348(4)\4120107691647348_2024.png,moderate,moderate,75,0,45,25,0,"Building debris, loose powerlines visible on dirt road.","Scattered building debris and potentially loose powerlines are visible along a dry dirt road, with structures appearing intact.","Scattered building debris is visible on the roadside, suggesting some impact. Utility poles are standing, though powerlines appear somewhat loose. Buildings on stilts remain intact along the dry dirt road, indicating localized rather than widespread severe structural damage."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1039136590547678_vs_1283391986152161(6)\1283391986152161_2024.png,moderate,moderate,85,25,65,55,15,"Building debris, sagging power lines visible on muddy road.","Significant building debris and sagging power lines are visible along a muddy, unpaved road after a disaster.","Building debris and sagging power lines are prominent along a muddy, unpaved road, indicating moderate damage. Several structures show visible damage and scattered materials, while trees appear defoliated but largely standing. The overall scene suggests a community impacted by a recent event."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1039288337081761_vs_500831572921105(5)\500831572921105_2024.png,moderate,moderate,85,0,75,60,0,"Building debris, damaged infrastructure evident along coastal road.",Extensive building debris and damaged infrastructure are visible along the coastal road and shoreline.,"Significant building debris, including concrete fragments and various scattered materials, is visible along the coastal road and shoreline. Damaged infrastructure, such as a utility pole with sagging lines and heavily disturbed ground, indicates a moderate disaster impact. Elevated structures appear to be standing, but the immediate environment is heavily affected."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1039599057473754_vs_465479769159485(6)\465479769159485_2024.png,moderate,moderate,85,5,70,60,0,"Building debris, damaged infrastructure visible on dusty street.","Significant building debris and damaged utility infrastructure are visible along a dusty, unflooded road.","Extensive building debris and damaged utility infrastructure are evident along a dry, unflooded street. A utility pole has detached wires, and a large pile of construction materials sits near a building, indicating moderate damage to the area."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1040742806933314_vs_896771358586156(6)\896771358586156_2024.png,moderate,severe,90,5,85,40,0,"Building debris, scattered materials, and damaged infrastructure visible on street.","Extensive building debris and scattered materials line the street, indicating severe damage to structures and infrastructure.","Significant building debris, including wood and metal fragments, is piled along the street, with scattered materials visible across the landscape. Several structures appear damaged or reduced to foundations, and utility lines show signs of disruption, suggesting widespread impact."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1040753620440897_vs_1275635733767824(6)\1275635733767824_2024.png,moderate,moderate,85,60,40,0,0,Large wood and vegetation debris pile lines dirt road.,"A large pile of wood and vegetation debris lines a dirt road, indicating significant cleanup.","A substantial pile of wood, vegetation, and other debris is visible alongside a dirt road under a clear sky. Utility poles stand in the background, and the roads appear dry. This debris suggests significant impact and ongoing cleanup efforts in the area."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1042380063436781_vs_1714692515996806(6)\1714692515996806_2024.png,moderate,moderate,85,10,15,60,0,"Damaged infrastructure, sagging powerlines visible on sandy street.","Damaged infrastructure, including a leaning utility pole and sagging powerlines, is visible along a sandy road with intact stilt houses.","Damaged infrastructure is evident along a sandy, unpaved road, with a leaning utility pole and sagging powerlines clearly visible. While most stilt houses appear structurally intact, the utility damage suggests a recent impact. The area shows minimal building debris and no signs of flooding or fallen trees."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1042785803820072_vs_8330838440329569(4)\8330838440329569_2024.png,moderate,mild,95,0,5,5,0,"Minimal damage visible: no fallen trees, flooded roads, or significant debris.","Coastal street shows minimal damage with no fallen trees, flooded roads, or significant building debris visible.","A coastal street scene reveals minimal visible damage post-disaster. There are no fallen trees, flooded roads, or significant building debris. Utility poles remain standing, and houses on stilts appear largely intact, with some possibly undergoing minor repairs or construction, indicated by a tarp and scaffolding."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1045328489959791_vs_537112722264347(5)\537112722264347_2024.png,moderate,moderate,85,30,5,40,0,"Disarrayed Power Lines, Damaged Palm Fronds Visible on Dirt Road","Disarrayed power lines and damaged palm fronds are visible along a dirt road, indicating moderate impact.","The image reveals disarrayed power lines and damaged palm fronds along a dry dirt road. Utility poles remain standing, but lines appear saggy. Scattered smaller vegetation is disheveled, with some fronds on the ground. Buildings in the distance appear largely intact, suggesting moderate damage to the area."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1045927429911289_vs_2341094222929145(5)\2341094222929145_2024.png,moderate,mild,95,0,0,10,0,"Minimal infrastructure damage; no fallen trees, debris, or flooding visible.","Minimal infrastructure damage is visible, with no fallen trees, building debris, or flooded roads.","The scene shows minimal damage, primarily some potentially sagging power lines on a utility pole. There are no fallen trees, building debris, or signs of flooding on the unpaved roads. Buildings on stilts appear structurally sound, indicating very light impact."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1046313303402459_vs_942221914591276(6)\942221914591276_2024.png,moderate,mild,90,0,20,0,0,Distant debris visible on sandy road; trees and infrastructure largely intact.,"A distant pile of debris is visible on a sandy road, with trees and infrastructure largely intact.","A sandy road reveals a distant pile of debris on the left, indicating some impact. However, trees and utility infrastructure appear largely intact. The road is dry, with no signs of flooding, suggesting overall mild damage in this area."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1048559083222135_vs_901181521948951(6)\901181521948951_2024.png,moderate,moderate,85,65,10,20,0,"Fallen trees, leaning sign visible on sandy street; buildings mostly intact.",Fallen trees and a leaning stop sign are visible along a sandy street with mostly intact buildings.,"Significant fallen trees and a leaning stop sign indicate moderate damage along a sandy coastal street. While buildings appear largely intact, the landscape shows signs of impact with bare trees and exposed roots. The dirt road remains clear and dry, with minimal building debris visible."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1049432259660796_vs_813315880737140(5)\813315880737140_2024.png,moderate,moderate,90,0,0,10,0,Extensive Sand Covers Coastal Roads; Buildings Intact.,"Coastal roads and properties are extensively covered in sand, while buildings and infrastructure appear largely intact.","Coastal roads and properties are extensively covered in deep sand, indicating a significant environmental impact and cleanup challenge. Despite the widespread sand, major buildings on stilts appear structurally sound. Power lines are visible, but no significant damage to poles or other infrastructure is immediately apparent, suggesting the primary issue is sand removal."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1050550369692230_vs_894009806003235(6)\894009806003235_2024.png,moderate,mild,95,0,0,0,0,"No visible damage to trees, buildings, or infrastructure in residential area.","No visible damage to trees, buildings, or infrastructure is apparent in this residential street view.","This street-level image shows no visible damage to trees, buildings, or infrastructure. The residential area appears largely unaffected, with dry dirt roads and intact structures, suggesting minimal or no impact from a recent disaster event."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1050694812939431_vs_3874728772816730(5)\3874728772816730_2024.png,moderate,moderate,85,35,25,20,0,"Defoliated trees, scattered debris visible along clear road post-disaster.","Defoliated trees and scattered debris are visible along a clear road, indicating moderate post-disaster conditions.","The street shows moderate post-disaster damage with numerous defoliated trees and scattered debris visible on properties. Roads remain clear and passable, though some minor building damage and potentially compromised power lines are present. The overall scene suggests significant impact without widespread structural collapse or flooding."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1052249962781069_vs_429773396798506(6)\429773396798506_2024.png,moderate,mild,80,10,30,5,0,Scattered debris visible near elevated homes; some stressed vegetation.,"Scattered debris and stressed vegetation are visible near elevated homes on a dry, unpaved road.","Scattered debris, including lumber and other materials, is visible around the base of elevated homes along a dry, unpaved road. While major structural damage is absent, some vegetation appears stressed, and utility poles and lines remain standing, indicating localized disruption rather than widespread destruction."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1052497796108849_vs_1262204491877088(6)\1262204491877088_2024.png,moderate,mild,90,5,10,5,0,"Minimal visible damage: intact infrastructure, standing trees in sandy coastal area.","Minimal visible damage is evident, with intact infrastructure and standing palm trees in this sandy coastal area.","Minimal visible damage is evident across this sandy coastal area. Intact utility poles and power lines stand alongside numerous healthy palm trees. Houses on stilts appear structurally sound, and roads are dry, with only scattered small debris visible on the ground."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1052703102583837_vs_1606873196912950(4)\1606873196912950_2024.png,moderate,mild,90,0,10,40,0,"Sagging power lines visible over dry, intact coastal street.","Sagging power lines are visible across a dry, coastal street with intact buildings and minimal scattered debris.","Sagging power lines are clearly visible stretching across the sky above a dry, coastal street. Buildings appear intact, standing on stilts, with no signs of structural collapse. Minimal scattered debris is present on the ground, and there is no evidence of flooded roads or fallen trees in the area."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1052939219198517_vs_548021281151368(5)\548021281151368_2024.png,moderate,moderate,90,50,10,0,0,"Widespread Tree Damage, Minor Debris Visible on Dry Street","Widespread tree defoliation and minor debris are visible along a dry dirt road, with infrastructure appearing intact.","Significant tree defoliation and broken fronds are widespread across the landscape, indicating substantial wind damage. A single piece of building debris lies on the dry dirt road, which shows no signs of flooding. Utility poles and power lines appear to be standing and intact, suggesting localized but impactful damage to vegetation."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1053395839152258_vs_559351106462958(6)\559351106462958_2024.png,moderate,moderate,90,0,70,0,0,Building debris lines roadside; otherwise clear conditions.,"Significant building debris is visible along the roadside, with no other major damage apparent.","A substantial pile of building debris, including corrugated metal, is clearly visible along the left side of the dirt road. Despite this localized damage, there are no fallen trees, damaged infrastructure, or flooded roads, indicating a moderate impact in this area."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1054828792595821_vs_429325893601368(6)\429325893601368_2024.png,moderate,moderate,80,0,75,0,0,Extensive building debris litters coastal road.,Extensive building debris and scattered materials are visible along a coastal dirt road.,"Extensive building debris, including white panels and scattered materials, litters the ground along a coastal dirt road. The area shows significant scattered fragments, indicating moderate damage, though no fallen trees or flooded roads are visible."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1058994261753931_vs_555449796936223(6)\555449796936223_2024.png,moderate,severe,95,0,80,20,0,"Extensive building debris, damaged roads, and coastal destruction visible.","Extensive building debris and damaged roads line the coast, indicating severe post-disaster conditions.","Significant building debris and damaged roads are evident along the coast, with scattered concrete slabs and sand covering the ground. A utility pole with sagging lines is visible, while some structures appear destroyed or heavily impacted, highlighting severe post-disaster damage in the area."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1059952655378657_vs_927785305984877(6)\927785305984877_2024.png,moderate,severe,90,10,90,20,0,Widespread building debris litters sandy street after severe damage.,"Widespread building debris and scattered materials litter a sandy street, indicating severe damage to the area.","Extensive building debris and scattered materials are visible across a sandy street, suggesting severe damage to the surrounding area. While utility poles remain standing, the ground is heavily littered with construction fragments, indicating a significant impact on local structures."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1061289138205534_vs_1671222536943784(5)\1671222536943784_2024.png,moderate,mild,95,0,0,0,0,"No visible damage to trees, buildings, infrastructure, or roads.","The street-level view shows no visible damage to trees, buildings, infrastructure, or roads.","This street-level image reveals no visible damage to fallen trees, building debris, or damaged infrastructure. The dirt roads also show no signs of flooding. The area appears clear and undisturbed, indicating a mild damage level with all structures and natural elements intact."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1062023298501148_vs_1712616516244499(6)\1712616516244499_2024.png,moderate,mild,90,0,15,25,0,"Scattered debris, dislodged power lines visible on otherwise clear street.",Scattered debris and dislodged power lines are visible along a street with standing buildings and dry roads.,"Scattered debris, possibly metal sheeting, is visible near the roadside, indicating minor impact. Power lines appear somewhat dislodged or loose in sections, suggesting some infrastructure damage. However, buildings remain standing, and roads are clear and dry, with no fallen trees, pointing to overall mild damage."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1062553565126497_vs_2026047801177854(6)\2026047801177854_2024.png,moderate,severe,85,15,80,30,0,"Severe building debris, widespread sand cover roads in coastal area.","Severe building debris and widespread sand cover roads in this coastal neighborhood, indicating significant structural impact.","The street-level view reveals severe building debris piled on sandy ground, indicating substantial structural damage in this coastal community. Widespread sand covers the unpaved roads, suggesting a powerful event. While utility poles appear mostly intact, the overall scene points to a significant impact on the area's environment and some infrastructure."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1062677725110734_vs_2916721585170048(5)\2916721585170048_2024.png,moderate,severe,85,15,70,55,0,"Extensive building debris, damaged waterfront structures visible on clear road.",Extensive building debris and damaged waterfront structures are visible along a clear road under a bright sky.,"Extensive building debris and damaged waterfront structures are evident along a clear road. Multiple foundations and remnants of buildings are scattered across the landscape, particularly on the right side and near the water. Docks appear heavily damaged or destroyed, indicating significant impact to coastal infrastructure."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1064161718289015_vs_460173957176136(6)\460173957176136_2024.png,moderate,moderate,85,0,70,15,0,"Scattered debris, disturbed ground visible in coastal community.","Scattered debris and disturbed ground are visible in this coastal community, though many structures remain standing.","Scattered building debris and heavily disturbed ground are visible throughout this coastal community, indicating significant impact. While many structures appear to remain standing, the widespread ground disturbance and presence of broken concrete suggest substantial damage or demolition has occurred in certain areas."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1064681878275567_vs_1273862283974717(5)\1273862283974717_2024.png,moderate,moderate,90,0,50,60,0,"Damaged canal structures, scattered debris visible along waterway.","Damaged canal structures and scattered debris are visible along the waterway, but roads are clear.","Significant damage to wooden canal structures and scattered debris are visible along the waterway. While the main road remains clear and trees are standing, the dislodged planks and detritus suggest a moderate impact. Powerlines and utility poles appear intact, with no visible flooding."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1064959324875445_vs_581047611063863(5)\581047611063863_2024.png,moderate,severe,90,15,70,65,0,"Severely damaged docks, extensive building debris visible along coastal road.","Severely damaged docks and extensive building debris are visible along a coastal road, indicating significant impact.","Extensive building debris and severely damaged docks line a coastal road under a clear sky. Multiple properties show signs of demolition or reconstruction, with concrete slabs and scattered materials. Waterfront infrastructure is heavily impacted, while the main road remains clear."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1067365347585097_vs_1184025976000204(6)\1184025976000204_2024.png,moderate,moderate,90,0,75,70,0,"Scattered debris, sagging power lines mark residential street damage.",Scattered building debris and severely sagging power lines are visible along a residential dirt road.,"Significant building debris is scattered across a residential dirt road, with severely sagging power lines overhead indicating infrastructure damage. Several structures appear to have sustained damage, including a partially collapsed wooden frame, while trees remain standing and roads are dry."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1069889843926266_vs_928526375278409(6)\928526375278409_2024.png,moderate,moderate,85,0,0,0,0,Extensive sand covers roads and land; some trees damaged.,"Extensive sand deposition covers roads and land in a coastal area, with some trees showing damage after a recent event.","Significant sand deposition blankets the unpaved roads and surrounding land in this coastal community, indicating a powerful storm surge or wind event. While buildings on stilts appear largely intact, some trees exhibit damage, suggesting the area experienced moderate impact from the disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1075692233840701_vs_3780777682196216(6)\3780777682196216_2024.png,moderate,mild,90,5,0,0,0,"Minimal visible damage: dry roads, intact structures, sparse debris.","Dry dirt roads and intact structures are visible, with only sparse vegetation and no significant debris or flooding.","The scene shows dry dirt roads and a house on stilts appearing structurally intact. There is minimal visible damage, with no fallen trees, building debris, or damaged infrastructure. The ground appears somewhat bare, but roads are not flooded, indicating a mild impact."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1075877730060540_vs_527879723296857(6)\527879723296857_2024.png,moderate,mild,90,40,30,5,0,"Fallen branches, minor debris visible on street after disaster.","Fallen branches and minor debris are visible on the ground, indicating mild post-disaster conditions.","Scattered building debris and fallen tree branches are visible on the ground and along the roadside. Utility poles and powerlines appear intact, and roads are clear of flooding. The overall scene suggests mild damage, with no major structural collapses or widespread destruction."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1076657603323350_vs_1332808737689515(6)\1332808737689515_2024.png,moderate,moderate,85,0,65,50,0,"Significant Debris, Leaning Pole Visible on Coastal Road",A coastal road shows significant building debris and a leaning utility pole after a disaster.,"Significant building debris, including corrugated metal, is scattered along a sandy coastal road. A utility pole leans noticeably, indicating damaged infrastructure. Elevated houses appear mostly intact, but the ground level shows clear signs of impact from a recent event."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1088594632108189_vs_1082374793591725(4)\1082374793591725_2024.png,moderate,moderate,85,35,75,55,0,"Building debris, damaged infrastructure visible along coastal road.","Extensive building debris and damaged infrastructure are visible along a coastal road, with some damaged trees.","Significant building debris and damaged infrastructure, including destroyed piers, are visible along a coastal road. The landscape shows sparse vegetation and bare earth, with some damaged palm trees. Houses on stilts remain standing, but the area indicates a substantial impact."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1091097041873379_vs_549229544354899(6)\549229544354899_2024.png,moderate,severe,90,20,80,60,0,"Widespread debris, damaged power lines, and structural damage visible on coastal street.",Extensive building debris and damaged power lines are visible on a coastal street with structurally compromised elevated homes.,"Extensive building debris is scattered across the ground and dirt roads, indicating significant impact. Damaged power lines are visible overhead, while several elevated homes appear structurally compromised with missing walls or siding. Some palm trees show signs of damage, contributing to the overall scene of widespread destruction in this coastal area."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1093186801646231_vs_867097318736558(6)\867097318736558_2024.png,moderate,moderate,90,70,10,60,0,"Damaged utility pole, sagging lines, and numerous fallen trees visible.",Damaged utility infrastructure and numerous fallen trees are visible along this unpaved road.,"Significant damage to utility infrastructure is evident with a leaning pole and sagging power lines. Numerous trees are fallen or severely damaged across the landscape, indicating widespread impact. The unpaved road shows no flooding, and nearby buildings appear largely intact, though the overall environment is clearly affected by a recent event."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1097456297890033_vs_1108744874205429(4)\1108744874205429_2024.png,moderate,mild,90,5,5,10,0,"Intact infrastructure, no flooding, minimal debris visible in post-disaster scene.","Minimal damage is visible with intact infrastructure, no flooded roads, and only minor scattered debris.","The area shows minimal damage, with infrastructure largely intact and no visible flooding on the dirt roads. Buildings appear structurally sound, and there are no significant fallen trees or widespread building debris. Some minor scattered natural debris is present on the ground."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1099033061504174_vs_3316106301855312(6)\3316106301855312_2024.png,moderate,moderate,85,0,60,0,0,"Building materials and debris scattered on street, indicating reconstruction efforts.","Building materials and debris are scattered on the ground, suggesting ongoing reconstruction or repair work.","Piles of building materials and scattered debris are visible on the ground next to elevated houses. The scene suggests significant post-disaster cleanup or reconstruction efforts are underway, with no visible fallen trees, damaged infrastructure, or flooded roads."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1107061623591533_vs_1554955425227447(5)\1554955425227447_2024.png,moderate,mild,95,0,0,0,0,"No visible damage to trees, infrastructure, or buildings.","The street-level view shows no visible damage to trees, infrastructure, or buildings, indicating a mild impact.","This street-level image reveals no visible signs of disaster impact. There are no fallen trees, building debris, or damaged infrastructure such as power lines or poles. The dirt road is clear and dry, with no flooding present, suggesting the area experienced mild to no damage."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1108587136788730_vs_1044360757169434(5)\1044360757169434_2024.png,moderate,moderate,85,0,75,0,0,Building debris scattered on dirt road near elevated homes.,"Building debris is scattered on a dirt road near elevated homes, indicating moderate post-disaster impact.","Significant building debris, including wood and other materials, is scattered along a dirt road in front of elevated homes. While the structures appear largely intact, the substantial debris pile suggests a moderate level of post-disaster cleanup is underway in this area."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1112287756406827_vs_450572487472045(6)\450572487472045_2024.png,moderate,moderate,80,0,35,45,0,"Scattered debris, damaged utility lines visible on coastal dirt road.","Scattered debris and damaged utility lines are visible along a coastal dirt road, with buildings mostly intact.","Scattered wooden debris and loose utility lines on a power pole indicate moderate damage along this coastal dirt road. While buildings appear structurally sound, the presence of scattered planks and beams, alongside the compromised power infrastructure, suggests the area experienced some impact, but not widespread destruction or flooding."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1114019083318496_vs_1781401719060640(6)\1781401719060640_2024.png,moderate,moderate,90,10,60,30,0,"Collapsed structure, scattered debris, and dislodged power lines visible.","A collapsed wooden structure and scattered debris are visible, alongside some dislodged power lines.","A collapsed wooden structure and scattered debris are prominent on the left, indicating significant damage. Dislodged power lines are visible overhead, suggesting infrastructure impact. Trees show defoliation, but roads remain clear and dry in this post-disaster scene."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1120260768950824_vs_574371911582850(6)\574371911582850_2024.png,moderate,severe,90,80,70,60,0,"Widespread debris, damaged trees, and infrastructure visible on street.","Widespread debris, damaged trees, and infrastructure are visible along a street under a clear sky.","Extensive damage is evident with widespread debris scattered across the landscape, including numerous defoliated trees and broken branches. Damaged infrastructure, such as utility poles and power lines, is visible along the road. The scene depicts a clear day following a severe event, with structures in the distance showing signs of impact."
