image_path,folder_tag,pred_label,pred_confidence,fallen_trees,building_debris,damaged_infrastructure,flooded_roads,headline,short_caption,long_caption
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\853648366117444_vs_3480531455582451(1)\3480531455582451_2024.png,mild,mild,75,10,5,15,0,Mild Damage: Minimal Fallen Trees and Infrastructure Issues,Mild damage observed with few fallen trees and minor infrastructure concerns.,"The area shows mild damage with minimal fallen trees and some damaged infrastructure. Building debris is limited, and there are no flooded roads, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\854124373045174_vs_876291367949648(1)\876291367949648_2024.png,mild,mild,85,0,0,0,0,Mild Damage Observed with No Visible Debris,No fallen trees or building debris detected.,"The area shows mild damage with no visible indicators of fallen trees, building debris, or flooded roads. Infrastructure appears intact, suggesting minimal impact from the disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\857518736000524_vs_523626227087078(3)\523626227087078_2024.png,mild,mild,85,10,5,15,0,Mild Damage: Minimal Fallen Trees and Infrastructure Issues,Mild damage observed with few fallen trees and minor infrastructure concerns.,"The area shows mild damage with a few fallen trees and minor issues with infrastructure. No significant flooding is visible, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\859018385195114_vs_1244637480117462(3)\1244637480117462_2024.png,mild,mild,75,20,10,5,0,Mild Damage: Fallen Trees and Minimal Debris Observed,Fallen trees and minor debris indicate mild post-disaster impact.,"The area shows mild damage with approximately 20% fallen trees and minimal building debris. Infrastructure appears largely intact, with no flooded roads visible."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\863683411760541_vs_1077588910496813(1)\1077588910496813_2024.png,mild,moderate,75,20,30,40,10,Moderate Damage with Building Debris and Damaged Infrastructure,Moderate damage observed with scattered debris and infrastructure issues.,"The area shows moderate damage, characterized by scattered building debris and damaged infrastructure. Fallen trees are present, and some roads appear slightly flooded, indicating the impact of the disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\867120267600892_vs_946353470866334(2)\946353470866334_2024.png,mild,moderate,75,20,30,40,10,Moderate Damage: Building Debris and Damaged Infrastructure Observed,Moderate damage includes building debris and damaged infrastructure.,"The area shows moderate damage with visible building debris and damaged infrastructure, including power lines. Some fallen trees are present, and minimal flooding is observed on the roads."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\867197198148902_vs_1072691304210744(3)\1072691304210744_2024.png,mild,mild,75,0,20,30,0,Mild Damage: Some Building Debris and Infrastructure Issues,Mild damage observed with minimal building debris and infrastructure concerns.,"The area shows mild damage with some building debris and damaged infrastructure. No fallen trees or flooded roads are visible, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\867528181771773_vs_3408200829311879(1)\3408200829311879_2024.png,mild,mild,85,10,0,0,0,Mild Damage: Few Fallen Trees Observed,Minimal damage with only a few fallen trees visible.,"The area shows mild damage, primarily indicated by a few fallen trees. No significant building debris or damaged infrastructure is present, and roads appear clear of flooding."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\868284540810598_vs_1080393590150547(1)\1080393590150547_2024.png,mild,mild,75,10,5,15,0,Mild Damage: Minimal Fallen Trees and Infrastructure Issues,Mild damage observed with few fallen trees and minor infrastructure concerns.,"The area shows mild damage with minimal fallen trees and slight infrastructure issues. Building debris is scarce, and there are no flooded roads, indicating a relatively manageable post-disaster situation."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\8708595005842180_vs_457987397262039(3)\457987397262039_2024.png,mild,mild,75,10,5,0,0,Mild Damage: Few Fallen Trees and Minimal Debris,Mild damage observed with scattered fallen trees and minimal debris.,"The area shows mild damage with a few fallen trees and minimal building debris. No significant damage to infrastructure or flooded roads is visible, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\879953766882799_vs_1279254063079065(1)\1279254063079065_2024.png,mild,mild,85,10,5,15,0,Mild Damage: Minimal Fallen Trees and Infrastructure Impact,Mild damage observed with few fallen trees and minor infrastructure issues.,"The area shows mild damage with minimal fallen trees and slight infrastructure impacts. Building debris is limited, and no flooded roads are visible, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\885005589729939_vs_945783714043666(3)\945783714043666_2024.png,mild,mild,75,10,5,15,0,Mild Damage: Minimal Fallen Trees and Infrastructure Issues,Mild damage observed with few fallen trees and minor infrastructure issues.,"The area shows mild damage with a few fallen trees and minor issues with infrastructure. Building debris is minimal, and there are no flooded roads, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\886955162856560_vs_945516157401145(3)\945516157401145_2024.png,mild,mild,85,10,5,15,0,Mild Damage: Minimal Fallen Trees and Infrastructure Issues,Mild damage observed with few fallen trees and minor infrastructure concerns.,"The area shows mild damage with a few fallen trees and minor issues with infrastructure. Building debris is minimal, and there are no flooded roads, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\904905414385170_vs_8507671992634979(1)\8507671992634979_2024.png,mild,mild,75,20,10,30,0,Mild Damage: Fallen Trees and Infrastructure Issues,Mild damage observed with fallen trees and infrastructure concerns.,"The area shows mild damage with some fallen trees and minor infrastructure issues. Building debris is minimal, and there are no flooded roads visible in the scene."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\938666137227150_vs_549696284088098(3)\549696284088098_2024.png,mild,mild,75,20,10,30,0,Mild Damage: Some Fallen Trees and Infrastructure Issues,Mild damage observed with fallen trees and damaged infrastructure.,"The area shows mild damage with a few fallen trees and some damaged infrastructure, including power poles. No significant flooding or extensive building debris is visible."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\942772893457511_vs_3967431823491550(2)\3967431823491550_2024.png,mild,moderate,75,40,30,20,10,Moderate Damage: Fallen Trees and Building Debris Present,Moderate damage observed with fallen trees and scattered debris.,"The area shows moderate damage with fallen trees and building debris scattered across the landscape. Some infrastructure appears intact, but signs of disruption are evident, indicating a significant impact from the disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\946508373087079_vs_1546434395974861(1)\1546434395974861_2024.png,mild,mild,75,0,10,20,0,Mild Damage: Minimal Building Debris and Infrastructure Issues,Mild damage observed with minor debris and infrastructure concerns.,"The area shows mild damage with minimal building debris and some damaged infrastructure. No fallen trees or flooded roads are visible, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\950847875982456_vs_857001429873638(3)\857001429873638_2024.png,mild,mild,75,20,10,15,0,Mild Damage: Fallen Trees and Minor Debris Observed,Fallen trees and minor building debris indicate mild damage.,"The area shows mild damage with fallen trees and minor building debris. Infrastructure appears mostly intact, and there are no flooded roads visible."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\957816738619637_vs_954364096529058(1)\954364096529058_2024.png,mild,mild,75,20,10,5,0,Mild Damage: Fallen Trees and Minimal Debris Observed,Fallen trees and minor debris indicate mild damage.,"The area shows mild damage with some fallen trees and minimal building debris. Infrastructure appears largely intact, and there are no flooded roads visible."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\959375838451534_vs_1173519383740633(3)\1173519383740633_2024.png,mild,mild,75,30,10,20,40,Mild Damage: Fallen Trees and Flooded Roads Observed,Fallen trees and flooded roads indicate mild post-disaster impact.,"The area shows mild damage with fallen trees, some building debris, and flooded roads, suggesting a manageable recovery situation."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\959670628444877_vs_2367668050239141(1)\2367668050239141_2024.png,mild,mild,85,0,0,10,0,Mild Damage with Minimal Infrastructure Impact Observed,Minimal building debris and slight infrastructure damage noted.,"The area shows mild damage, with no fallen trees or significant flooding. Some minor infrastructure damage is visible, but overall conditions appear stable and manageable."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\964141484817941_vs_891517039198301(1)\891517039198301_2024.png,mild,mild,85,0,0,0,0,Minimal Damage Observed in Post-Disaster Landscape,The area shows no significant damage or flooding.,"The landscape appears largely intact with no fallen trees, building debris, or damaged infrastructure visible, indicating minimal impact from the disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\964445631521676_vs_3842682889340214(1)\3842682889340214_2024.png,mild,mild,75,10,5,0,0,Mild Damage: Few Fallen Trees and Minimal Debris,Mild damage observed with scattered fallen trees and minimal building debris.,"The area shows mild damage with a few fallen trees and minimal building debris. No significant damage to infrastructure or flooded roads is visible, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\966724614394769_vs_27289485507333780(3)\27289485507333780_2024.png,mild,mild,75,10,5,15,0,Mild Damage: Minimal Fallen Trees and Infrastructure Issues,Mild damage observed with few fallen trees and minor infrastructure concerns.,"The area shows mild damage with a few fallen trees and minor issues with infrastructure. There is minimal building debris and no flooding on the roads, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\967498984331800_vs_588475413786892(3)\588475413786892_2024.png,mild,mild,75,10,5,15,0,Mild Damage: Some Fallen Trees and Infrastructure Issues,Mild damage observed with few fallen trees and minor infrastructure damage.,"The area shows mild damage with a few fallen trees and minor issues with infrastructure. No significant flooding is visible, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\969742384390605_vs_518971807602935(3)\518971807602935_2024.png,mild,mild,75,10,5,15,0,Mild Damage: Minimal Fallen Trees and Infrastructure Issues,Mild damage observed with few fallen trees and minor infrastructure concerns.,"The area shows mild damage with a few fallen trees and minor issues with infrastructure. Building debris is minimal, and there are no flooded roads, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\972973423758067_vs_2294491587572646(3)\2294491587572646_2024.png,mild,mild,75,20,10,30,0,Mild Damage: Fallen Trees and Infrastructure Issues Observed,Mild damage includes fallen trees and some infrastructure damage.,"The area shows mild damage with fallen trees and minor infrastructure issues. Some power lines are affected, but no significant flooding is visible on the roads."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\973873883832817_vs_1261435285006783(2)\1261435285006783_2024.png,mild,mild,85,10,5,15,0,Mild Damage: Minimal Fallen Trees and Infrastructure Issues,Mild damage observed with few fallen trees and minor infrastructure issues.,"The area shows mild damage with a few fallen trees and minor issues with infrastructure. Building debris is minimal, and there are no flooded roads, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\974513683657776_vs_1187644759011370(3)\1187644759011370_2024.png,mild,mild,75,20,30,10,0,Mild Damage: Fallen Trees and Building Debris Observed,Mild damage includes fallen trees and scattered building debris.,"The area shows mild damage with fallen trees and scattered building debris. Infrastructure appears mostly intact, and no flooded roads are visible."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\974971710458761_vs_520659520859230(2)\520659520859230_2024.png,mild,mild,75,30,10,20,0,Mild Damage: Fallen Trees and Minor Infrastructure Issues,Fallen trees and slight infrastructure damage observed.,"The area shows mild damage with fallen trees and minor issues with infrastructure. Building debris is minimal, and there are no flooded roads present."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\975326040392341_vs_1111432707278144(3)\1111432707278144_2024.png,mild,mild,75,20,10,5,0,Mild Damage: Fallen Trees and Minimal Debris Observed,Fallen trees and minor debris indicate mild damage levels.,"The area shows mild damage with fallen trees and minimal building debris. Infrastructure appears largely intact, and no flooded roads are visible."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\975557247034613_vs_525974183488410(2)\525974183488410_2024.png,mild,mild,85,10,5,15,0,Mild Damage: Minimal Fallen Trees and Infrastructure Issues,Mild damage observed with few fallen trees and minor infrastructure issues.,"The area shows mild damage with minimal fallen trees and minor issues with infrastructure. There is no significant flooding or building debris, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\976743320219668_vs_1778564492681590(3)\1778564492681590_2024.png,mild,mild,75,20,10,5,0,Mild Damage: Fallen Trees and Minimal Debris Observed,Fallen trees and minor debris indicate mild damage.,"The area shows mild damage with approximately 20% fallen trees and minimal building debris. Damaged infrastructure is limited, and no flooded roads are visible."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\978148153451291_vs_2001211130292386(3)\2001211130292386_2024.png,mild,moderate,75,60,40,20,0,Moderate Damage: Fallen Trees and Building Debris Visible,Moderate damage observed with fallen trees and scattered debris.,"The area shows moderate damage with numerous fallen trees and scattered building debris. Infrastructure appears mostly intact, with no flooding on roads. Recovery efforts may be needed to clear the affected areas."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\9812870378783383_vs_499637286309856(3)\499637286309856_2024.png,mild,mild,75,20,10,5,0,Mild Damage: Fallen Trees and Minimal Debris Observed,Fallen trees and minor debris indicate mild damage.,"The area shows mild damage with approximately 20% fallen trees and minimal building debris. Damaged infrastructure is minimal, and there are no flooded roads, suggesting a manageable recovery situation."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\981695789764767_vs_463882702687904(2)\463882702687904_2024.png,mild,mild,75,20,10,5,0,Mild Damage with Few Fallen Trees and Minimal Debris,Mild damage observed with scattered fallen trees and minimal building debris.,"The area shows mild damage, characterized by a few fallen trees and minimal building debris. Infrastructure appears largely intact, with no flooded roads visible in the scene."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\9826049237436229_vs_438705272130191(3)\438705272130191_2024.png,mild,moderate,75,60,20,30,0,Moderate Damage: Fallen Trees and Infrastructure Impact,Moderate damage observed with fallen trees and infrastructure issues.,"The area shows moderate damage with numerous fallen trees affecting the landscape and some damaged infrastructure. Building debris is minimal, and there are no flooded roads visible in the scene."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\982797089691444_vs_1107480034042938(2)\1107480034042938_2024.png,mild,mild,75,10,5,0,0,Mild Damage: Few Fallen Trees and Minimal Debris,Mild damage observed with scattered fallen trees and minimal debris.,"The area shows mild damage with a few fallen trees and minimal building debris. No significant damage to infrastructure or flooded roads is visible, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\983888726160156_vs_1063092438859903(3)\1063092438859903_2024.png,mild,mild,85,0,20,10,0,Mild Damage: Minimal Building Debris and Infrastructure Issues,Mild damage observed with minimal debris and infrastructure concerns.,"The area shows mild damage with minimal building debris and slight infrastructure issues. No fallen trees or flooded roads are visible, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\984960162624614_vs_1047298750036357(3)\1047298750036357_2024.png,mild,mild,75,10,5,15,0,Mild Damage: Minimal Fallen Trees and Infrastructure Issues,Mild damage observed with few fallen trees and minor infrastructure concerns.,"The area shows mild damage with minimal fallen trees and some damaged infrastructure. Building debris is limited, and there are no flooded roads, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\988741855727521_vs_2277328279333099(1)\2277328279333099_2024.png,mild,mild,80,0,0,0,0,Minimal Damage Observed in Coastal Area,Coastal area shows no significant damage post-disaster.,"The coastal area appears largely unaffected, with no fallen trees, building debris, or damaged infrastructure visible. Roads remain clear and accessible, indicating a mild impact from the recent disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\989110448974919_vs_870983745147414(3)\870983745147414_2024.png,mild,mild,75,20,10,30,0,Mild Damage: Fallen Trees and Infrastructure Issues,Mild damage observed with fallen trees and infrastructure concerns.,"The area shows mild damage with some fallen trees and damaged infrastructure, including power lines. Minimal building debris is present, and there are no flooded roads visible."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\989369692398968_vs_4676139039278781(1)\4676139039278781_2024.png,mild,mild,75,10,5,10,0,Mild Damage: Minimal Fallen Trees and Infrastructure Issues,Mild damage observed with few fallen trees and minor debris.,"The area shows mild damage with a few fallen trees and minor building debris. Infrastructure appears mostly intact, with no significant flooding on roads."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\990806215568398_vs_559012453166174(3)\559012453166174_2024.png,mild,moderate,75,20,40,30,10,Moderate Damage with Building Debris and Fallen Trees,Moderate damage observed with scattered building debris and fallen trees.,"The area shows moderate damage, characterized by fallen trees and scattered building debris. Some infrastructure appears affected, but roads remain mostly clear with minimal flooding."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\993037815240524_vs_1051697919619146(3)\1051697919619146_2024.png,mild,moderate,75,40,10,20,0,Moderate Damage: Fallen Trees and Infrastructure Impact,Moderate damage observed with fallen trees and infrastructure issues.,"The area shows moderate damage with fallen trees affecting the landscape and some damaged infrastructure. Minimal building debris is visible, and there are no flooded roads in sight."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\994571168355425_vs_1702209070512290(2)\1702209070512290_2024.png,mild,mild,75,20,10,15,0,Mild Damage: Fallen Trees and Minimal Debris Observed,Fallen trees and minimal building debris indicate mild damage.,"The area shows mild damage with fallen trees and minimal building debris. Damaged infrastructure is present but limited, and there are no flooded roads visible."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\995895941559766_vs_590941786698680(3)\590941786698680_2024.png,mild,mild,85,10,5,5,0,Mild Damage: Minimal Fallen Trees and Debris Observed,Mild damage with few fallen trees and minimal debris.,"The area shows mild damage, characterized by a few fallen trees and minimal building debris. Infrastructure appears intact, with no flooded roads visible, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\9965473756858560_vs_813642884048015(3)\813642884048015_2024.png,mild,mild,85,0,10,20,0,Mild Damage: Minimal Building Debris and Infrastructure Issues,Mild damage observed with minor debris and infrastructure concerns.,"The area shows mild damage with minimal building debris and some damaged infrastructure. No fallen trees or flooded roads are visible, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\999972124459608_vs_1274559647227463(3)\1274559647227463_2024.png,mild,moderate,75,40,60,30,0,Moderate Damage: Fallen Trees and Building Debris Visible,Moderate damage observed with fallen trees and scattered debris.,"The area shows moderate damage with fallen trees and significant building debris scattered across the landscape. Damaged infrastructure is present, but no flooded roads are visible."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1000066497969277_vs_2716734655175175(4)\2716734655175175_2024.png,moderate,mild,75,10,5,15,0,Mild Damage: Minimal Fallen Trees and Infrastructure Issues,Mild damage observed with few fallen trees and minor infrastructure issues.,"The area shows mild damage with a few fallen trees and minor issues with infrastructure. Building debris is minimal, and there are no flooded roads, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1000427937889847_vs_1763671037738102(5)\1763671037738102_2024.png,moderate,mild,75,20,10,15,0,Mild Damage: Fallen Trees and Minimal Debris Observed,Fallen trees and minor debris indicate mild damage.,"The area shows mild damage with fallen trees and minimal building debris. Damaged infrastructure is present but limited, and there are no flooded roads visible."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1000736577797254_vs_898695042168185(5)\898695042168185_2024.png,moderate,mild,75,30,10,5,0,Mild Damage: Fallen Trees and Minimal Debris Observed,Fallen trees and minor debris indicate mild damage.,"The area shows mild damage with fallen trees and minimal building debris. Infrastructure appears largely intact, and there are no flooded roads visible."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1001043364574757_vs_1115064680116955(4)\1115064680116955_2024.png,moderate,mild,75,20,10,15,0,Mild Damage: Fallen Trees and Minimal Debris Observed,Fallen trees and minor debris indicate mild post-disaster impact.,"The area shows mild damage with fallen trees and minimal building debris. Damaged infrastructure is present but limited, while roads remain clear of flooding."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1001198607785011_vs_575202288511621(4)\575202288511621_2024.png,moderate,mild,75,10,5,20,0,Mild Damage: Minor Fallen Trees and Infrastructure Issues,Minor damage observed with fallen trees and infrastructure concerns.,"The area shows mild damage with a few fallen trees and minor infrastructure issues. Building debris is minimal, and there are no flooded roads, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1001333501198680_vs_1058429302106045(6)\1058429302106045_2024.png,moderate,moderate,75,30,40,20,0,Moderate Damage: Fallen Trees and Building Debris Visible,Moderate damage includes fallen trees and scattered building debris.,"The area shows moderate damage with fallen trees and scattered building debris. Infrastructure appears mostly intact, but some signs of disturbance are evident. No flooding is visible on the roads."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1001831187637100_vs_1671222536943784(4)\1671222536943784_2024.png,moderate,mild,75,10,5,15,0,Mild Damage: Minimal Fallen Trees and Infrastructure Issues,Mild damage observed with few fallen trees and minor infrastructure issues.,"The area shows mild damage with minimal fallen trees and some damaged infrastructure. Building debris is limited, and there are no flooded roads, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1002979820954828_vs_425582900561454(4)\425582900561454_2024.png,moderate,moderate,75,20,60,40,0,Moderate Damage with Building Debris and Fallen Trees,Moderate damage observed with scattered building debris and fallen trees.,"The area shows moderate damage, characterized by scattered building debris and some fallen trees. Infrastructure appears partially affected, but no flooded roads are visible."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1003614260786889_vs_8585410001516470(4)\8585410001516470_2024.png,moderate,moderate,75,20,30,40,10,Moderate Damage: Fallen Trees and Building Debris Visible,Moderate damage observed with fallen trees and scattered debris.,"The area shows moderate damage with fallen trees and building debris scattered along the road. Damaged infrastructure is evident, while flooded roads are minimal."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1005640647332472_vs_853038030147418(5)\853038030147418_2024.png,moderate,mild,75,20,10,30,0,Mild Damage: Fallen Trees and Infrastructure Issues Observed,Mild damage includes fallen trees and some infrastructure damage.,"The area shows mild damage with fallen trees and minor infrastructure issues. Building debris is minimal, and there are no flooded roads visible."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1006036467198330_vs_1719334792134026(6)\1719334792134026_2024.png,moderate,moderate,75,40,30,20,10,Moderate Damage: Fallen Trees and Building Debris Present,Moderate damage observed with fallen trees and scattered debris.,"The area shows moderate damage with fallen trees and scattered building debris. Some infrastructure appears affected, but flooding is minimal. Recovery efforts may be needed to clear the roads and restore normalcy."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1006337710513075_vs_949611740290434(4)\949611740290434_2024.png,moderate,mild,75,20,10,15,0,Mild Damage: Fallen Trees and Minor Debris Observed,Fallen trees and minor building debris indicate mild damage.,"The area shows mild damage with fallen trees and minor building debris. Infrastructure appears mostly intact, and there are no flooded roads visible."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1006362463900454_vs_562529046432835(6)\562529046432835_2024.png,moderate,mild,75,20,10,15,0,Mild Damage: Fallen Trees and Minimal Debris Observed,Fallen trees and minor debris indicate mild damage.,"The area shows mild damage with some fallen trees and minimal building debris. Damaged infrastructure is present but limited, and there are no flooded roads visible."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1006784307306164_vs_3874281472846201(5)\3874281472846201_2024.png,moderate,moderate,75,30,60,40,0,Moderate Damage: Building Debris and Fallen Trees Observed,Moderate damage includes fallen trees and scattered building debris.,"The area shows moderate damage with visible building debris and fallen trees. Infrastructure appears partially affected, but no flooded roads are present."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1006797993703033_vs_736898631943435(6)\736898631943435_2024.png,moderate,moderate,75,60,40,20,0,Moderate Damage: Fallen Trees and Building Debris Present,Moderate damage observed with fallen trees and scattered debris.,"The area shows moderate damage with numerous fallen trees and scattered building debris. Infrastructure appears mostly intact, but some signs of damage are visible. No flooding is present on the roads."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1007679143876344_vs_1060849862161215(6)\1060849862161215_2024.png,moderate,moderate,75,60,20,10,0,Moderate Damage: Fallen Trees and Scattered Debris Observed,Moderate damage includes fallen trees and some building debris.,"The area shows moderate damage with fallen trees and scattered building debris. Infrastructure appears mostly intact, with no flooded roads visible."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1007992400345489_vs_985606026917891(6)\985606026917891_2024.png,moderate,mild,75,20,30,10,0,Mild Damage: Fallen Trees and Building Debris Observed,Fallen trees and scattered debris indicate mild damage.,"The area shows mild damage with fallen trees and scattered building debris. Infrastructure appears mostly intact, and there are no flooded roads visible."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1008126766999800_vs_1083664996500620(6)\1083664996500620_2024.png,moderate,moderate,75,20,30,40,0,Moderate Damage: Building Debris and Damaged Infrastructure Observed,Moderate damage includes building debris and damaged infrastructure.,"The area shows moderate damage with visible building debris and damaged infrastructure, including poles and signage. Fallen trees are present, but roads remain clear of flooding."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1008959866818313_vs_3812061569122998(4)\3812061569122998_2024.png,moderate,mild,85,10,5,15,0,Mild Damage: Minimal Fallen Trees and Infrastructure Issues,Mild damage observed with few fallen trees and minor infrastructure issues.,"The area shows mild damage with minimal fallen trees and minor issues with infrastructure. Building debris is scarce, and there are no flooded roads, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1009326583642789_vs_525825890157204(6)\525825890157204_2024.png,moderate,mild,75,30,10,20,0,Mild Damage: Fallen Trees and Minor Infrastructure Issues,Fallen trees and minor debris indicate mild post-disaster damage.,"The area shows mild damage with fallen trees and minor building debris. Infrastructure appears mostly intact, with only slight issues visible. Flooding is not present, suggesting a manageable recovery situation."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1010602040081913_vs_590941786698680(5)\590941786698680_2024.png,moderate,mild,85,10,5,5,0,Mild Damage: Minimal Fallen Trees and Debris Observed,Mild damage with few fallen trees and minimal debris.,"The area shows mild damage with a few fallen trees and minimal building debris. Infrastructure appears intact, and there are no flooded roads, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1011281730310208_vs_1108600233954495(5)\1108600233954495_2024.png,moderate,mild,75,10,5,15,0,Mild Damage: Fallen Trees and Minor Infrastructure Issues,Mild damage observed with fallen trees and minor debris.,"The area shows mild damage with a few fallen trees and minor building debris. Infrastructure appears mostly intact, with only slight issues noted. No flooding is visible on the roads."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1012017530146637_vs_1012601523962667(4)\1012601523962667_2024.png,moderate,moderate,75,40,60,20,0,Moderate Damage: Fallen Trees and Building Debris Visible,Moderate damage observed with fallen trees and scattered debris.,"The area shows moderate damage with fallen trees and significant building debris scattered across the landscape. Damaged infrastructure is minimal, and there are no flooded roads visible in the scene."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1012776459767474_vs_547512101144128(6)\547512101144128_2024.png,moderate,mild,75,10,5,15,0,Mild Damage: Minimal Fallen Trees and Infrastructure Issues,Mild damage observed with few fallen trees and minor infrastructure concerns.,"The area shows mild damage with minimal fallen trees and slight infrastructure issues. Building debris is limited, and no flooding is visible on the roads, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1013344433135580_vs_1521149798769275(4)\1521149798769275_2024.png,moderate,mild,75,20,10,5,0,Mild Damage: Some Fallen Trees and Minimal Debris,Mild damage observed with a few fallen trees and scattered debris.,"The area shows mild damage with a few fallen trees and minimal building debris. Infrastructure appears largely intact, and there are no flooded roads visible in the scene."
C:\Users\yyang295\Desktop\0310_post_folder\folder_1\1014197946285118_vs_425969880519367(4)\425969880519367_2024.png,moderate,mild,75,20,10,15,0,Mild Damage: Fallen Trees and Minor Debris Observed,Fallen trees and minimal debris indicate mild damage.,"The area shows mild damage with fallen trees and minor building debris. Damaged infrastructure is present but limited, and there are no flooded roads visible."
